request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_160,569.52,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,"Use the 3-payment installment plan of EUR 432.05 each, starting 13 June 2024. Every payment stays clear of the EUR 1,200 minimum balance."
request_161,6906804.19,affordable_later,wait,2026-01-15:21204000,2026-01-15,none,"Wait until 15 January 2026 to pay the full IDR 21,204,000. Paying sooner would push the balance below the IDR 23,010,400 minimum before then."
request_162,1255094.80,not_affordable,not_recommended,none,,none,"This IDR 83,923,000 request cannot be completed safely within 90 days: at most IDR 1,255,094.80 is available today, IDR 82,667,905.20 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_163,8075462.24,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-09-20,none,"Use the 3-payment installment plan of IDR 6,692,053.33 each, starting 10 September 2024. Every payment stays clear of the IDR 26,728,700 minimum balance."
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"Spread this IDR 27,018,000 request across 3 installments of IDR 9,366,240 beginning 11 February 2025 rather than paying in full; this is the safest plan that completes on time."
request_165,68752.32,affordable_with_plan,full_payment,2026-04-06:80600,,stop:event_15135|reduce_to:event_15173:1875,"By stopping the streaming subscription and reducing the dining spending to INR 1,875, the full INR 80,600 can be paid today for this trip without breaking the INR 95,000 minimum balance."
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Use the 3-payment installment plan of USD 1,007.97 each, starting 3 December 2024. Every payment stays clear of the USD 1,700 minimum balance."
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,"The full ZAR 43,802 is safe to pay today: projected balance never drops below the ZAR 31,200 minimum over the next 90 days."
request_168,0,not_affordable,not_recommended,none,,none,"This INR 49,380 housing payment cannot be completed safely within 90 days: at most INR 0 is available today, INR 49,380 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"Pay ZAR 41,976 today for this course or program. Balance stays at or above the ZAR 18,700 minimum for the full 90-day outlook."
request_170,29866830.93,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-09-15,none,"Spread this IDR 36,936,000 request across 3 installments of IDR 12,804,480 beginning 6 August 2025 rather than paying in full; this is the safest plan that completes on time."
request_171,33.02,not_affordable,not_recommended,none,,none,"This EUR 1,878.80 contribution cannot be completed safely within 90 days: at most EUR 33.02 is available today, EUR 1,845.78 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_172,9077.61,affordable_with_plan,partial_payment,2024-06-05:9077.61|2024-06-15:1122.39,2024-06-15,none,"Only ZAR 9,077.61 is safe to pay today toward this ZAR 10,200 course or program; the balance is projected to recover enough to safely cover the remaining ZAR 1,122.39 by 15 June 2024."
request_173,55371.35,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2026-01-15,none,"Spread this INR 113,000 transfer across 3 installments of INR 39,173.33 beginning 21 November 2025 rather than paying in full; this is the safest plan that completes on time."
request_174,1075.32,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 1,146.20 contribution yet. Only EUR 1,075.32 can be paid today without risking the EUR 700 minimum, and the remaining EUR 70.88 is not projected to become safe within the 90-day forecast."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"The full EUR 2,346.30 is safe to pay today: projected balance never drops below the EUR 1,700 minimum over the next 90 days."
request_176,497.08,affordable_later,wait,2025-02-20:1239.70,2025-02-20,none,"Wait until 20 February 2025 to pay the full EUR 1,239.70. Paying sooner would push the balance below the EUR 600 minimum before then."
request_177,799.75,affordable_with_plan,full_payment,2026-01-05:1017.60,,reduce_to:event_16317:32,"By reducing the dining spending to USD 32, the full USD 1,017.60 can be paid today for this expense without breaking the USD 1,300 minimum balance."
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Spread this EUR 2,938.10 contribution across 3 installments of EUR 1,018.54 beginning 7 December 2024 rather than paying in full; this is the safest plan that completes on time."
request_179,6584779.78,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"Wait until 15 July 2025 to pay the full IDR 41,648,000. Paying sooner would push the balance below the IDR 41,430,800 minimum before then."
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"The full INR 66,500 is safe to pay today: projected balance never drops below the INR 37,300 minimum over the next 90 days."
request_181,283.69,not_affordable,not_recommended,none,,none,"This USD 5,059.20 contribution cannot be completed safely within 90 days: at most USD 283.69 is available today, USD 4,775.51 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"The full ZAR 65,714 is safe to pay today: projected balance never drops below the ZAR 31,100 minimum over the next 90 days."
request_183,22982284.10,not_affordable,not_recommended,none,2026-05-15,none,"This IDR 26,866,000 expense cannot be completed safely within 90 days: at most IDR 22,982,284.10 is available today, IDR 3,883,715.90 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_184,7134.15,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 251,900 repayment yet. Only INR 7,134.15 can be paid today without risking the INR 110,800 minimum, and the remaining INR 244,765.85 is not projected to become safe within the 90-day forecast."
request_185,309.85,not_affordable,not_recommended,none,,none,"This EUR 1,257.30 trip cannot be completed safely within 90 days: at most EUR 309.85 is available today, EUR 947.45 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_186,0,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 26,554 contribution yet. Only ZAR 0 can be paid today without risking the ZAR 22,000 minimum, and the remaining ZAR 26,554 is not projected to become safe within the 90-day forecast."
request_187,37844.44,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"The full INR 187,500 for this request is not safe to pay yet, but the forecast shows it becomes safe by 15 November 2024 without needing any spending changes."
request_188,102.94,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 2,464 transfer yet. Only EUR 102.94 can be paid today without risking the EUR 900 minimum, and the remaining EUR 2,361.06 is not projected to become safe within the 90-day forecast."
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 today for this repayment. Balance stays at or above the EUR 400 minimum for the full 90-day outlook.
request_190,554.49,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"The full EUR 2,557.50 for this purchase is not safe to pay yet, but the forecast shows it becomes safe by 15 February 2025 without needing any spending changes."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 today for this contribution. Balance stays at or above the EUR 500 minimum for the full 90-day outlook.
request_192,107.83,not_affordable,not_recommended,none,,none,"This USD 2,046 course or program cannot be completed safely within 90 days: at most USD 107.83 is available today, USD 1,938.17 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_193,33.62,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Spread this EUR 1,212.20 request across 3 installments of EUR 420.23 beginning 21 March 2024 rather than paying in full; this is the safest plan that completes on time."
request_194,33083.28,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Wait until 23 October 2025 to pay the full INR 132,800. Paying sooner would push the balance below the INR 113,600 minimum before then."
request_195,602.13,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 1,170.40 purchase yet. Only EUR 602.13 can be paid today without risking the EUR 700 minimum, and the remaining EUR 568.27 is not projected to become safe within the 90-day forecast."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,The full EUR 762.30 is safe to pay today: projected balance never drops below the EUR 500 minimum over the next 90 days.
request_197,50939000,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Use the 3-payment installment plan of IDR 17,658,853.33 each, starting 19 November 2025. Every payment stays clear of the IDR 26,245,900 minimum balance."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"The full INR 185,800 is safe to pay today: projected balance never drops below the INR 124,300 minimum over the next 90 days."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Spread this IDR 23,674,000 housing payment across 3 installments of IDR 8,206,986.67 beginning 7 September 2024 rather than paying in full; this is the safest plan that completes on time."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today for this purchase. Balance stays at or above the IDR 20,114,600 minimum for the full 90-day outlook."
request_201,23122198.12,affordable_with_plan,full_payment,2026-04-03:23997000,,stop:event_18493,"Paying the full IDR 23,997,000 today only stays safe by stopping the streaming subscription; with that change, the IDR 17,304,500 minimum holds for the next 90 days."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"The full INR 123,900 is safe to pay today: projected balance never drops below the INR 147,800 minimum over the next 90 days."
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Spread this EUR 1,442.10 expense across 3 installments of EUR 499.93 beginning 10 May 2025 rather than paying in full; this is the safest plan that completes on time."
request_204,572.05,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Wait until 15 January 2026 to pay the full EUR 588.74. Paying sooner would push the balance below the EUR 1,300 minimum before then."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today for this repayment. Balance stays at or above the IDR 13,994,300 minimum for the full 90-day outlook."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use the 3-payment installment plan of EUR 486.96 each, starting 3 August 2025. Every payment stays clear of the EUR 900 minimum balance."
request_207,4516.76,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait until 15 July 2026 to pay the full ZAR 11,830. Paying sooner would push the balance below the ZAR 13,600 minimum before then."
request_208,3040802.28,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Wait until 15 June 2024 to pay the full IDR 4,413,000. Paying sooner would push the balance below the IDR 10,470,700 minimum before then."
request_209,1660.21,not_affordable,not_recommended,none,,none,"This ZAR 56,914 trip cannot be completed safely within 90 days: at most ZAR 1,660.21 is available today, ZAR 55,253.79 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_210,989.08,affordable_with_plan,partial_payment,2026-04-06:989.08|2026-04-15:370.94,2026-04-15,none,"Only USD 989.08 is safe to pay today toward this USD 1,360.02 expense; the balance is projected to recover enough to safely cover the remaining USD 370.94 by 15 April 2026."
request_211,252.01,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"The full EUR 1,788.60 for this request is not safe to pay yet, but the forecast shows it becomes safe by 15 November 2024 without needing any spending changes."
request_212,4092864.88,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 71,934,000 request yet. Only IDR 4,092,864.88 can be paid today without risking the IDR 29,579,800 minimum, and the remaining IDR 67,841,135.12 is not projected to become safe within the 90-day forecast."
request_213,2375.44,not_affordable,not_recommended,none,,none,"This USD 3,362.40 transfer cannot be completed safely within 90 days: at most USD 2,375.44 is available today, USD 986.96 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_214,41878.70,affordable_with_plan,partial_payment,2024-12-04:41878.70|2024-12-15:27871.30,2024-12-15,none,"Only INR 41,878.70 is safe to pay today toward this INR 69,750 request; the balance is projected to recover enough to safely cover the remaining INR 27,871.30 by 15 December 2024."
request_215,26913.56,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 29,986 contribution yet. Only ZAR 26,913.56 can be paid today without risking the ZAR 15,700 minimum, and the remaining ZAR 3,072.44 is not projected to become safe within the 90-day forecast."
request_216,483.08,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"The full USD 3,332.40 for this trip is not safe to pay yet, but the forecast shows it becomes safe by 15 September 2026 without needing any spending changes."
request_217,19583.40,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use the 3-payment installment plan of ZAR 12,889.07 each, starting 19 March 2024. Every payment stays clear of the ZAR 26,800 minimum balance."
request_218,24611852.51,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Spread this IDR 61,142,000 purchase across 3 installments of IDR 21,195,893.33 beginning 7 August 2025 rather than paying in full; this is the safest plan that completes on time."
request_219,711.17,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Spread this EUR 1,673.10 course or program across 3 installments of EUR 580.01 beginning 7 April 2026 rather than paying in full; this is the safest plan that completes on time."
request_220,72.34,not_affordable,not_recommended,none,,none,"This EUR 3,118.50 contribution cannot be completed safely within 90 days: at most EUR 72.34 is available today, EUR 3,046.16 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"The full INR 109,800 is safe to pay today: projected balance never drops below the INR 81,500 minimum over the next 90 days."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today for this course or program. Balance stays at or above the ZAR 27,300 minimum for the full 90-day outlook."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today for this purchase. Balance stays at or above the EUR 800 minimum for the full 90-day outlook.
request_224,10063394.35,affordable_with_plan,partial_payment,2025-02-04:10063394.35|2025-02-15:263605.65,2025-02-15,none,"Pay IDR 10,063,394.35 today and the remaining IDR 263,605.65 on 15 February 2025. Together these complete the IDR 10,327,000 trip while keeping the IDR 22,187,600 minimum protected throughout."
request_225,9590423.21,not_affordable,not_recommended,none,2026-09-15,none,"Do not proceed with this IDR 22,059,000 expense yet. Only IDR 9,590,423.21 can be paid today without risking the IDR 17,670,700 minimum, and the remaining IDR 12,468,576.79 is not projected to become safe within the 90-day forecast."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today for this request. Balance stays at or above the INR 209,400 minimum for the full 90-day outlook."
request_227,7567.26,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 259,700 repayment yet. Only INR 7,567.26 can be paid today without risking the INR 62,900 minimum, and the remaining INR 252,132.74 is not projected to become safe within the 90-day forecast."
request_228,1601201.62,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 63,327,000 contribution yet. Only IDR 1,601,201.62 can be paid today without risking the IDR 26,191,200 minimum, and the remaining IDR 61,725,798.38 is not projected to become safe within the 90-day forecast."
request_229,434.66,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Spread this EUR 1,526.80 trip across 3 installments of EUR 529.29 beginning 18 March 2024 rather than paying in full; this is the safest plan that completes on time."
request_230,3537.60,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today for this repayment. Balance stays at or above the EUR 2,000 minimum for the full 90-day outlook."
request_231,31593.77,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-02-15,none,"Use the 3-payment installment plan of ZAR 12,378.08 each, starting 6 January 2026. Every payment stays clear of the ZAR 24,300 minimum balance."
request_232,631.97,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 1,970.10 trip yet. Only EUR 631.97 can be paid today without risking the EUR 2,400 minimum, and the remaining EUR 1,338.13 is not projected to become safe within the 90-day forecast."
request_233,3738334.08,affordable_with_plan,partial_payment,2025-11-07:3738334.08|2025-11-15:2502665.92,2025-11-15,none,"Pay IDR 3,738,334.08 today and the remaining IDR 2,502,665.92 on 15 November 2025. Together these complete the IDR 6,241,000 housing payment while keeping the IDR 10,365,700 minimum protected throughout."
request_234,183.19,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"The full EUR 1,213.30 for this repayment is not safe to pay yet, but the forecast shows it becomes safe by 15 September 2026 without needing any spending changes."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today for this course or program. Balance stays at or above the USD 700 minimum for the full 90-day outlook.
request_236,5830036.97,not_affordable,not_recommended,none,,none,"This IDR 52,383,000 housing payment cannot be completed safely within 90 days: at most IDR 5,830,036.97 is available today, IDR 46,552,963.03 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_237,22228678.74,affordable_with_plan,full_payment,2026-04-05:23826000,,reduce_to:event_21813:548720,"Paying the full IDR 23,826,000 today only stays safe by reducing the shopping spending to IDR 548,720; with that change, the IDR 22,431,500 minimum holds for the next 90 days."
request_238,663.60,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Spread this USD 663.60 contribution across 3 installments of USD 230.05 beginning 7 December 2024 rather than paying in full; this is the safest plan that completes on time.
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today for this contribution. Balance stays at or above the USD 600 minimum for the full 90-day outlook.
request_240,13746.71,not_affordable,not_recommended,none,,none,"This INR 101,200 trip cannot be completed safely within 90 days: at most INR 13,746.71 is available today, INR 87,453.29 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use the 3-payment installment plan of IDR 7,298,026.67 each, starting 17 March 2024. Every payment stays clear of the IDR 19,252,000 minimum balance."
request_242,27.29,not_affordable,not_recommended,none,,none,"This EUR 1,966.80 repayment cannot be completed safely within 90 days: at most EUR 27.29 is available today, EUR 1,939.51 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today for this expense. Balance stays at or above the ZAR 19,900 minimum for the full 90-day outlook."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today for this transfer. Balance stays at or above the ZAR 45,900 minimum for the full 90-day outlook."
request_245,24005.91,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"The full INR 128,500 for this expense is not safe to pay yet, but the forecast shows it becomes safe by 15 January 2026 without needing any spending changes."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Spread this ZAR 64,086 course or program across 3 installments of ZAR 22,216.48 beginning 3 April 2026 rather than paying in full; this is the safest plan that completes on time."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"The full EUR 1,059.30 is safe to pay today: projected balance never drops below the EUR 1,300 minimum over the next 90 days."
request_248,1186.04,affordable_with_plan,partial_payment,2025-02-07:1186.04|2025-02-11:779.56,2025-02-11,none,"Only USD 1,186.04 is safe to pay today toward this USD 1,965.60 contribution; the balance is projected to recover enough to safely cover the remaining USD 779.56 by 11 February 2025."
request_249,82.98,not_affordable,not_recommended,none,,none,"Do not proceed with this USD 643.20 request yet. Only USD 82.98 can be paid today without risking the USD 600 minimum, and the remaining USD 560.22 is not projected to become safe within the 90-day forecast."
request_250,15440.18,not_affordable,not_recommended,none,,none,"This ZAR 124,278 repayment cannot be completed safely within 90 days: at most ZAR 15,440.18 is available today, ZAR 108,837.82 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_251,1513.60,not_affordable,not_recommended,none,2025-05-03,none,"Do not proceed with this EUR 1,513.60 course or program yet. Only EUR 1,513.60 can be paid today without risking the EUR 1,300 minimum, and the remaining EUR 0 is not projected to become safe within the 90-day forecast."
request_252,3988819.51,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Wait until 15 September 2026 to pay the full IDR 28,082,000. Paying sooner would push the balance below the IDR 15,152,200 minimum before then."
request_253,1370.83,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use the 3-payment installment plan of EUR 984.60 each, starting 21 March 2024. Every payment stays clear of the EUR 2,300 minimum balance."
request_254,637.23,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"The full USD 3,535.20 for this request is not safe to pay yet, but the forecast shows it becomes safe by 15 October 2025 without needing any spending changes."
request_255,750746.03,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 3,345,000 transfer yet. Only IDR 750,746.03 can be paid today without risking the IDR 9,813,900 minimum, and the remaining IDR 2,594,253.97 is not projected to become safe within the 90-day forecast."
request_256,152799.25,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use the 3-payment installment plan of INR 75,816 each, starting 10 June 2024. Every payment stays clear of the INR 168,600 minimum balance."
request_257,317.96,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,"The full USD 1,352.40 for this request is not safe to pay yet, but the forecast shows it becomes safe by 15 January 2026 without needing any spending changes."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today for this contribution. Balance stays at or above the USD 500 minimum for the full 90-day outlook."
request_259,211.88,affordable_later,wait,2024-11-15:935,2024-11-15,none,Wait until 15 November 2024 to pay the full EUR 935. Paying sooner would push the balance below the EUR 600 minimum before then.
request_260,6375023.47,not_affordable,not_recommended,none,,none,"This IDR 52,079,000 expense cannot be completed safely within 90 days: at most IDR 6,375,023.47 is available today, IDR 45,703,976.53 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today for this housing payment. Balance stays at or above the EUR 1,500 minimum for the full 90-day outlook."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 today for this course or program. Balance stays at or above the IDR 31,018,500 minimum for the full 90-day outlook."
request_263,5805.03,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 51,546 course or program yet. Only ZAR 5,805.03 can be paid today without risking the ZAR 24,100 minimum, and the remaining ZAR 45,740.97 is not projected to become safe within the 90-day forecast."
request_264,23492.15,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"The full INR 111,300 for this expense is not safe to pay yet, but the forecast shows it becomes safe by 15 June 2026 without needing any spending changes."
request_265,0,not_affordable,not_recommended,none,,none,"This INR 45,970 transfer cannot be completed safely within 90 days: at most INR 0 is available today, INR 45,970 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_266,770.25,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Use the 3-payment installment plan of EUR 324.13 each, starting 3 August 2025. Every payment stays clear of the EUR 900 minimum balance."
request_267,1641.71,not_affordable,not_recommended,none,2026-02-15,none,"Do not proceed with this EUR 1,925 housing payment yet. Only EUR 1,641.71 can be paid today without risking the EUR 1,500 minimum, and the remaining EUR 283.29 is not projected to become safe within the 90-day forecast."
request_268,1041.50,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Spread this EUR 2,426.60 repayment across 3 installments of EUR 841.22 beginning 14 June 2024 rather than paying in full; this is the safest plan that completes on time."
request_269,9921.59,affordable_later,wait,2025-12-15:15490,2025-12-15,none,"The full ZAR 15,490 for this transfer is not safe to pay yet, but the forecast shows it becomes safe by 15 December 2025 without needing any spending changes."
request_270,96.77,not_affordable,not_recommended,none,,none,"This USD 3,028.80 contribution cannot be completed safely within 90 days: at most USD 96.77 is available today, USD 2,932.03 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_271,7443.32,affordable_later,wait,2024-11-20:91300,2024-11-20,none,"The full INR 91,300 for this trip is not safe to pay yet, but the forecast shows it becomes safe by 20 November 2024 without needing any spending changes."
request_272,5415269.10,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Spread this IDR 13,585,000 repayment across 3 installments of IDR 4,709,466.67 beginning 12 February 2025 rather than paying in full; this is the safest plan that completes on time."
request_273,9628167.38,affordable_with_plan,partial_payment,2026-04-07:9628167.38|2026-04-15:6232832.62,2026-04-15,none,"Only IDR 9,628,167.38 is safe to pay today toward this IDR 15,861,000 course or program; the balance is projected to recover enough to safely cover the remaining IDR 6,232,832.62 by 15 April 2026."
request_274,2131.94,not_affordable,not_recommended,none,2025-01-15,none,"This EUR 2,713.70 repayment cannot be completed safely within 90 days: at most EUR 2,131.94 is available today, EUR 581.76 short of the full amount, with no supported installment or spending-change option that closes the gap."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today for this expense. Balance stays at or above the IDR 12,760,100 minimum for the full 90-day outlook."
